Items,A0,A1,A2,A3
11109,1,0,0,0
28696,2,0,0,0
28694,20,2,0,0
18141,1,0,0,0
5539,10,0,0,0
18145,6,0,0,0
18146,6,0,0,0
4260,5,0,0,0
23618,1,0,0,0
23612,30,10,1,0
23614,1,0,0,0
6572,1,0,0,0
6571,135,13,1,0
6576,1,0,0,0
27763,6,0,0,0
27761,2,0,0,0
27760,9,0,0,0
27767,1,0,0,0
27766,1,0,0,0
27765,5,0,0,0
25948,6,0,0,0
7691,1,0,0,0
7692,72,5,2,0
1341,1,0,0,0
25941,2,0,0,0
3834,1,0,0,0
23476,2,0,0,0
23475,127,4,2,0
23473,1,0,0,0
23470,12,2,0,0
3839,1,0,0,0
23479,2,0,0,0
23478,1,0,0,0
6229,1,0,0,0
11102,1,0,0,0
7522,8,1,0,0
374,95,0,1,0
377,24,1,0,0
16663,34,0,2,0
19365,2,0,0,0
16664,3,0,0,0
19361,13,0,0,0
16668,20,1,0,0
18891,7,1,0,0
6143,33,0,1,0
12713,4,0,0,0
6147,13,2,0,0
12717,33,3,0,0
6145,8,0,0,0
12715,2,0,0,0
6148,185,3,0,0
14647,68,0,1,0
10970,66,6,1,0
8111,2,0,0,0
10975,1,0,0,0
26498,3,0,0,0
25619,4,0,0,0
26493,19,0,0,0
19305,1,0,0,0
21112,3,0,0,0
21113,3,0,0,0
21110,1586,10,1,0
21116,1,0,0,0
21117,2,0,0,0
16488,14,0,0,0
16485,13,0,0,0
16483,14,1,0,0
16481,2,1,0,0
22706,20,0,0,0
19309,2,0,0,0
22709,2,0,0,0
26140,5,0,0,0
2274,1,0,0,0
16179,1,0,0,0
26144,3,0,0,0
2270,42,1,0,0
2273,5,0,0,0
26149,2,0,0,0
2278,3,0,0,0
11594,3,0,0,0
11592,4,0,0,0
11598,3,0,0,0
6211,9,3,0,0
17280,16,0,0,0
17287,1,0,0,0
17538,1,0,0,0
17535,6,0,0,0
17289,1,0,0,0
17288,2,0,0,0
17531,2,1,0,0
17533,3,0,0,0
17532,1,0,0,0
2053,5,0,0,0
4538,19,0,0,0
2056,1,0,0,0
2059,17,0,0,0
4535,2,0,0,0
4825,3,0,0,0
4822,5,0,0,0
4531,6,0,0,0
4532,2,0,0,0
13442,7,1,0,0
11623,2,0,0,0
11627,1,0,0,0
11624,43,1,0,0
10620,17,0,0,0
7989,8,1,0,0
11629,1,0,0,0
11628,14,0,0,1
10624,1,0,0,0
17555,2,0,0,0
10627,11,1,0,0
21412,1,0,0,0
11977,21,0,0,0
11974,6,0,0,0
17759,15,0,0,0
17758,5,0,0,0
24170,5,0,0,0
27968,3,0,0,0
27965,13,1,0,0
17752,6,1,0,0
20641,17,0,0,0
20643,8,0,0,0
17756,2,0,0,0
13198,1,0,0,0
27994,1,0,0,0
13193,7,0,0,0
20398,2,0,0,0
20393,9,1,0,0
28669,6,1,0,0
20462,3,0,0,0
20464,6,0,0,0
20395,1,0,0,0
20466,13,0,0,0
7324,1,0,0,0
7326,2,0,0,0
16311,7,0,0,0
7322,11,0,0,0
7323,169,8,0,0
10080,1,0,0,0
10082,1,1,0,0
18443,2,0,0,0
21061,4,0,0,0
18448,3,0,0,0
14207,1,0,0,0
15672,130,2,1,0
15678,5,0,0,0
4171,15,0,0,0
801,1,0,0,0
7064,1,0,0,0
7063,3,0,0,0
7061,85,16,0,0
18624,63,0,0,0
18626,15,0,0,0
18627,2,0,0,0
18628,18,1,0,0
15450,8,0,0,0
15907,8,2,0,0
15904,8,0,0,0
8628,115,7,0,1
15901,1,0,0,0
8156,7,0,0,0
6968,19,1,0,0
8154,14,0,0,0
12489,50,1,0,0
8622,3,0,0,0
5899,1,0,0,0
11065,2,0,0,0
24395,1,0,0,0
24394,5,0,0,0
24393,1,0,0,0
24392,15,1,0,0
26703,1,0,0,0
26705,3,0,0,0
18097,7,3,0,0
9988,6,0,1,0
9985,152,6,0,0
9982,1,0,0,0
9980,2,0,0,0
11025,3,0,0,0
20270,2,0,0,0
11026,8,0,0,0
14501,1,0,0,0
11022,67,8,0,0
11029,72,1,2,0
11028,1,0,0,0
414,68,2,0,0
27805,2,0,0,0
1388,1,0,0,0
1389,2,0,0,0
1384,5,0,0,0
28730,3,0,0,0
23282,9,0,0,0
23283,5,0,0,0
23284,160,19,1,1
23285,2,1,0,0
28225,1,0,0,0
23287,1,0,0,0
24429,2,0,0,0
28774,3,1,0,0
11364,1,0,0,0
11365,1,0,0,0
11363,29,0,1,0
19179,11,2,0,0
27906,54,2,0,0
19171,6,0,0,0
19177,63,0,0,0
19175,4,0,1,0
28954,12,0,0,0
25910,15,0,0,0
15884,2,0,0,0
25911,1,0,0,0
8807,1,0,0,0
23868,5,0,0,0
19284,25,0,0,0
19288,1,0,0,0
23861,92,8,2,0
23863,5,0,0,0
27155,98,4,0,0
27156,2,0,0,0
23640,2,0,0,0
27151,10,0,0,0
27153,10,1,0,0
1597,1,0,0,0
25135,9,0,0,0
25138,12,1,0,0
25423,8,0,0,0
25420,47,4,1,0
25427,4,1,0,0
25424,96,1,0,0
25425,1,0,0,0
22446,17,0,0,0
6680,21,0,3,0
6681,3,0,1,0
6682,8,0,0,0
2429,4,0,0,0
2421,12,3,0,0
2426,1,0,0,0
25315,1,0,0,0
16836,29,1,1,0
16346,3,0,0,0
16343,8,1,0,0
16342,1,0,0,0
7847,2,0,0,0
25641,4,1,0,0
19829,29,1,0,0
19828,20,1,0,0
7843,7,0,0,0
7842,16,0,0,0
6357,4,0,0,0
6352,139,6,0,0
9340,92,2,0,0
9341,15,0,0,0
9343,3,0,0,0
9612,11,1,0,0
9613,5,0,1,0
10169,13,1,0,0
9611,2,0,0,0
9349,2,0,0,0
10165,3,0,0,0
3460,1,0,0,0
21706,14,1,0,0
21702,1,0,0,0
23426,2,0,0,0
21709,3,0,0,0
1816,4,0,0,0
3844,1,0,0,0
1812,1,0,0,0
14883,5,0,0,0
1818,1,0,0,0
1819,1,0,0,0
14887,82,2,0,0
26959,93,2,2,0
26958,1,0,0,0
26956,4,0,0,0
26954,3,0,0,0
14089,2,0,0,0
24542,14,0,0,0
3229,2,0,0,0
3228,1242,38,4,0
1979,10,0,0,0
3225,1,0,0,0
1600,2,0,0,0
1975,2,0,0,0
1972,2,0,0,0
3223,2,0,0,0
13277,2,0,0,0
13274,23,0,0,0
13275,1,0,0,0
13272,15,1,0,0
13270,4,0,0,0
13278,5,0,0,0
2849,1,0,0,0
2846,8,0,0,0
18362,20,0,0,0
2843,7,0,0,0
5474,19,0,0,0
5475,4,0,0,0
3324,39,4,0,0
28504,21,1,0,0
3327,2,0,0,0
3328,5,0,0,0
3329,45,0,0,0
14266,53,1,0,0
14261,1240,40,4,1
5478,1,1,0,0
322,1,0,0,0
20074,3,0,0,0
20073,5,0,0,0
20071,1,0,0,0
1557,8,0,0,0
20078,8,0,0,0
20079,24,0,0,0
20483,1,0,0,0
3972,1,0,0,0
18167,43,5,2,0
1551,1,0,0,0
20952,24,0,1,0
18163,4,0,0,0
18160,1,0,0,0
325,4,0,1,0
18168,13,0,0,0
5519,2,0,0,0
5518,3,0,0,0
1552,1,0,0,0
20484,75,1,1,0
5515,4,0,1,0
5517,1,0,0,0
15501,1,0,0,0
28438,131,3,1,0
1559,1,0,0,0
3034,45,0,1,0
535,2,0,0,0
533,7,0,0,0
14134,1,0,0,0
530,53,9,0,0
539,13,1,0,0
23671,2,0,0,0
28435,62,0,0,0
23675,12,0,0,0
23676,26,1,0,0
14467,1,0,0,0
27700,8,0,0,0
3032,98,11,1,0
27707,24,0,0,0
27706,1,0,0,0
27709,3,1,0,0
29128,7,0,0,0
10024,3,0,0,0
5134,1,0,0,0
25960,31,4,0,0
15021,3,1,0,0
6511,2,0,0,0
15022,54,0,0,0
15024,2,1,0,0
25969,1,0,0,0
17048,1,0,0,0
3813,2,0,0,0
3810,1,0,0,0
23499,8,0,0,0
3817,9,2,0,0
3815,6,0,0,0
23496,6,0,0,0
23491,24,0,0,0
23492,20,1,0,0
8457,10,0,0,0
7541,3,0,0,0
7542,68,7,0,0
7545,1,0,0,0
7546,1,0,0,0
7547,1,0,0,0
16648,2,0,0,0
16138,2,0,0,0
19616,8,0,0,0
19346,2,0,0,0
19615,130,5,0,0
19340,3,0,0,0
19341,9,0,1,0
19610,3,0,0,0
16647,5,0,0,0
12738,9,0,0,0
6160,9,0,0,0
12732,4,0,0,0
12734,3,0,0,0
12735,9,0,0,0
12736,12,2,0,0
12737,28,3,0,0
10999,50,6,0,0
10992,1,0,0,0
10991,2,0,0,0
24616,25,1,0,0
24614,1,0,0,0
25638,1,0,0,0
25637,16,0,0,0
25635,24,3,0,0
25634,6,0,0,0
25631,48,0,0,0
25630,3,0,0,0
21139,1,0,0,0
24946,1,0,0,0
24947,4,0,1,0
24944,23,4,0,0
24945,1,0,0,0
24942,70,6,3,0
21135,3,0,0,0
22727,107,3,0,0
22720,12,0,0,0
22722,1,0,0,0
22723,3,0,0,0
2212,1,0,0,0
2217,201,1,0,0
12588,49,2,0,0
21789,3,0,0,0
12762,3,0,0,0
17512,35,4,0,0
17510,2,0,0,0
17517,3,0,0,0
17514,3,1,0,0
25092,40,0,0,0
25090,28,1,0,0
25096,2,0,0,0
25095,3,0,0,0
12855,29,0,1,0
4510,58,2,0,0
13460,19,1,0,0
8526,4,0,0,0
9421,1,0,0,0
11645,4,0,0,0
11644,1,0,0,0
9426,5,0,0,0
17775,1,0,0,0
17773,1,0,0,0
17772,8,1,0,0
17771,38,1,0,0
17770,11,1,0,0
14783,1,0,0,0
5283,4,0,0,0
5285,52,1,0,0
17779,4,0,0,0
17778,1,0,0,0
20668,23,1,1,0
10940,1,0,0,0
27942,2,0,0,0
20661,72,7,0,0
27940,1,0,0,0
27946,17,2,0,0
27945,1,0,0,0
27944,1,0,0,0
20007,2,0,0,0
21394,2,0,0,0
21390,17,0,0,0
21392,23,4,0,0
21393,17,1,1,0
21398,2,0,0,0
20914,2,0,0,0
27493,2,0,0,0
27492,5,0,0,0
27497,7,0,0,0
27499,1,0,0,0
27498,1,0,0,0
20918,33,1,0,0
20449,51,0,2,0
15317,1,0,0,0
9479,18,2,0,0
29082,2,0,0,0
29083,4,0,0,0
14265,94,10,0,0
7304,2,0,0,0
13929,2,0,0,0
9284,26,0,0,0
7309,5,0,0,0
10247,21,1,0,0
11911,3,0,0,0
18423,1,0,0,0
18421,1,0,0,0
11914,2,0,0,0
18424,1,0,0,0
11916,1,0,0,0
15612,2,0,0,0
12933,17,1,0,0
15611,4,0,0,0
12936,2,0,0,0
15617,28,1,0,0
15614,3,0,0,0
12935,3,0,0,0
15618,9,0,0,0
7045,16,3,0,0
10207,4,0,0,0
7047,5,0,0,0
7041,6,0,0,0
10203,1,0,0,0
7042,2,0,0,0
7048,14,1,0,0
18687,8,0,0,0
18392,7,1,0,0
18397,3,0,0,0
9492,1,0,0,0
6988,50,8,0,0
15924,15,2,0,0
8603,17,1,0,0
6985,5,0,0,0
15921,22,2,0,0
6981,2,0,0,0
15923,1,0,0,0
26722,1311,27,22,2
26727,1,0,0,0
26728,92,7,0,0
21533,50,2,1,0
14695,25,1,0,0
14694,47,12,0,0
24379,26,0,0,0
14690,1,0,0,0
24375,1,0,1,0
2982,1,0,0,0
24377,13,0,0,0
14699,5,0,0,0
2985,1,0,0,0
1014,5,0,0,0
1015,17,2,0,0
1017,3,0,0,0
1010,33,2,0,0
4354,7,0,1,1
4355,1,0,0,0
4351,21,0,0,0
14523,19,1,0,0
11001,4,0,0,0
11000,68,5,0,0
11007,8,0,1,0
11006,2,0,0,0
14525,17,1,0,0
28710,78,1,0,0
22388,2,0,0,0
28719,6,0,0,1
436,1,0,0,0
437,5,1,0,0
432,19,0,0,0
433,2,0,0,0
431,8,0,0,0
11345,23,0,0,0
11347,24,0,1,0
11340,2,0,0,0
11341,3,0,0,0
19111,7,0,0,0
19113,15,1,0,0
19117,1,0,0,0
5705,16,0,0,0
5706,13,0,1,0
5700,1,0,0,0
5701,1,0,0,0
5703,2,0,0,0
1437,1,0,0,0
6425,1,0,0,0
28860,4,0,0,0
27019,2,1,0,0
13661,2,0,0,0
23802,5,0,0,0
6893,1,0,0,0
23804,2,0,0,0
23805,2,0,0,0
27139,2,0,0,0
6895,6,0,0,0
27131,2,0,0,0
27136,10,0,0,0
27137,18,0,0,0
27135,63,0,1,0
25402,27,0,0,1
25403,6,0,0,0
25156,1,0,0,0
25407,7,0,0,0
25409,1,0,0,0
21345,4,1,0,0
21342,2,0,0,0
12692,1,0,0,0
21899,23,2,0,0
21895,1,0,0,0
23383,1,0,0,0
12699,1,0,0,0
10836,1,0,0,0
10831,2,0,0,0
7297,59,2,0,0
16362,13,0,0,0
16361,8,2,0,0
21094,52,2,0,0
21092,299,7,8,0
21091,60,0,0,0
16364,2,0,0,0
7822,20,2,0,0
7820,3,0,0,0
7827,73,4,0,0
7825,1,0,0,0
21098,5,0,0,0
1431,5,0,0,0
26264,1,0,0,0
26267,20,0,0,0
26260,2,0,0,0
17180,16,6,0,0
17181,24,1,0,0
24765,91,6,0,0
9369,22,0,6,0
9365,4,0,0,0
9363,21,1,0,0
21273,5,0,0,0
21272,1,0,0,0
8987,2,0,0,0
8980,3,0,0,0
21275,7,0,0,0
1832,2,0,0,0
1831,593,6,4,0
3799,3,0,0,0
1838,1,0,0,0
4980,3,0,0,0
2156,4,0,0,0
4986,18,0,0,0
4989,2,0,0,0
2159,77,1,1,0
1950,26,2,2,0
14068,4,0,0,0
14069,3,0,0,0
14067,3,0,0,0
14065,78,4,0,0
14062,2,0,0,0
3249,3,0,0,0
3241,1,0,0,0
13258,10,1,1,0
13259,10,0,0,0
13254,5,0,0,0
18980,6,0,0,0
18982,3,0,0,0
1481,57,6,0,0
14209,12,5,0,0
1487,6,0,0,0
3308,33,0,4,0
3309,1,0,0,0
28520,1,0,0,0
3307,1,0,0,0
3304,55,0,0,0
3302,2,0,0,0
28525,18,3,0,0
3300,7,0,1,0
28527,1,0,0,0
10610,3,0,0,0
20054,1,0,0,0
20055,8,0,0,0
20051,5,0,0,0
28842,2,0,0,0
610,1,0,0,0
1438,16,0,0,0
1273,9,0,0,0
18185,9,2,0,0
18186,1,0,0,0
18180,116,18,1,0
18183,15,1,0,0
1276,2,0,0,0
18026,6,1,0,0
2791,4,0,0,0
29383,1,0,0,0
13672,36,1,1,0
29381,1,0,0,0
29386,1,0,0,0
29385,12,1,0,0
29384,10,0,0,0
29435,1,0,0,0
510,31,0,0,1
29437,4,0,0,0
29388,14,0,1,0
516,6,0,0,0
1227,1,0,0,0
622,36,0,0,0
1224,2,0,0,0
627,2,0,0,0
1222,155,3,1,0
624,13,1,0,0
23125,3,0,0,0
23656,104,8,0,0
629,3,0,0,0
28387,2,0,0,0
28381,2,0,0,0
1229,2,0,0,0
23122,10,0,0,0
15555,1,0,0,0
15004,12,0,0,0
9659,2,0,0,0
8294,2,0,0,0
15001,1,0,0,0
8296,21,1,0,0
8298,1,0,0,0
27723,3,0,0,0
15558,12,0,0,0
6538,1,0,0,0
6539,20,0,0,0
8240,6,0,1,0
15567,6,0,0,0
25989,56,1,0,0
25984,3,0,0,0
25982,10,0,0,0
11105,1,0,0,0
8241,1,0,0,0
3874,10,0,0,0
25098,5,0,0,0
8479,7,0,0,0
3102,8,0,0,0
8477,7,0,1,0
8473,1,0,0,0
7566,1,0,0,0
7567,20,4,0,0
7560,99,3,0,1
7561,2,0,1,0
7568,7,0,0,0
24586,1,0,0,0
24584,3,0,0,0
24581,2,0,0,0
19328,8,1,0,0
19320,2,0,0,0
19325,1,0,0,0
22529,16,4,0,0
22524,11,0,0,0
22522,25,0,0,0
10433,7,0,0,0
22520,1,0,0,0
13896,1,0,0,0
13894,2,0,0,0
13895,2,0,0,0
4163,10,2,0,0
4162,46,0,0,0
4161,5,0,0,0
26459,5,0,0,0
10435,5,0,0,0
4169,8,0,0,0
26451,11,0,0,0
24638,3,0,0,0
9302,4,0,0,0
17354,2,0,0,0
22749,188,11,1,0
26180,8,2,0,0
18875,2,0,0,0
2239,12,0,0,0
2233,4,0,0,0
2234,8,0,0,0
2237,1,0,0,0
2236,7,0,0,0
5937,2,0,0,0
5936,1,1,0,0
16116,2,1,0,0
19637,2,0,0,0
16110,642,9,9,2
19631,13,0,0,0
19632,77,5,1,0
19638,1,0,0,0
19639,5,0,0,0
17571,1,0,0,0
17572,17,0,0,0
17574,8,0,0,0
17577,21,0,1,0
8427,1,0,0,0
3497,9,0,0,0
3495,4,0,0,0
3492,4,0,0,0
13401,5,0,0,0
4571,601,20,5,0
13402,3,0,0,0
13405,6,0,0,0
13404,8,0,0,0
2092,2,0,0,0
4578,59,4,0,0
2099,13,0,1,0
11666,1,0,0,0
11665,55,2,0,0
11664,6,0,0,0
11662,2,0,0,0
11661,1,0,0,0
12028,1,0,0,0
24964,16,0,0,0
24966,37,2,0,0
24960,8,0,0,0
24963,6,0,1,0
16225,1,0,0,0
24969,61,1,0,2
20603,9,0,0,0
27922,1,0,0,0
20605,1,0,0,0
27927,81,4,0,0
17794,6,0,1,0
17796,7,0,0,0
25215,19,1,0,0
25214,41,1,0,0
25211,24,0,0,0
25213,8,0,0,0
25212,18,4,0,0
25219,7,1,0,0
25218,1,0,0,0
23590,8,0,0,0
20932,4,0,0,0
20931,1,0,0,0
20937,5,0,0,0
7360,9,1,0,0
7364,6,0,0,0
7367,2,0,0,0
12316,12,0,0,0
11939,30,1,2,0
11936,68,1,0,0
18403,1,0,0,0
11931,4,1,0,0
15638,14,2,0,0
15639,193,0,1,0
12910,9,0,0,0
15631,35,12,0,0
12914,19,1,0,0
15636,1,0,0,0
15637,24,0,0,0
7021,1,0,0,0
9003,3,0,0,0
7026,6,1,0,0
7025,18,0,0,0
9000,2,0,0,0
10224,3,0,0,0
10225,30,1,0,0
10226,10,0,0,0
7028,3,0,0,0
10220,1,0,0,0
24036,3,0,0,0
24034,29,0,0,0
21515,17,0,0,0
24032,13,0,0,0
21511,1,1,0,0
24039,4,0,0,0
20433,1,0,0,0
15943,7,0,0,0
15946,12,2,0,0
15945,6,0,0,0
27429,3,0,0,0
24359,16,0,0,0
24358,1,0,0,0
24352,19,1,0,0
24351,2,0,0,0
20718,14,0,0,0
24357,1,0,0,0
1038,16,1,0,0
6942,4,0,0,0
1031,90,14,0,0
1037,30,4,0,0
1034,4,0,0,0
4378,1,0,0,0
4370,9,0,0,0
4371,2,0,0,0
4376,1,0,0,0
4374,2,0,0,0
11061,5,2,0,0
28266,5,0,1,0
28265,7,0,0,0
14545,7,0,0,0
8660,1,0,0,0
8662,212,0,2,0
15491,6,0,0,0
25558,6,0,0,0
8668,3,0,0,0
8669,14,1,0,0
17891,1,0,0,0
15498,33,0,1,0
15499,4,0,0,0
1570,7,0,0,0
4080,29,0,0,0
4081,8,1,0,0
13793,92,0,2,0
13795,5,1,0,0
13799,4,0,1,0
4089,1,0,0,0
11323,3,0,0,0
11326,1,0,0,0
11324,7,0,0,0
11328,221,3,0,0
11329,112,4,0,0
1577,35,2,0,0
19138,2,0,0,0
19135,4,0,0,0
5721,1,0,0,0
19133,3,0,0,0
5724,7,1,0,0
5725,12,0,0,0
23357,2,0,0,0
23822,1,0,0,0
28846,2,0,0,0
23826,10,2,0,0
23351,20,0,0,0
23829,37,1,6,0
27111,10,1,0,0
27112,3,0,0,0
8087,7,0,0,0
8081,19,0,0,0
8082,25,0,0,0
27117,74,21,0,0
27118,3,0,0,0
27119,7,0,0,0
8089,2,1,0,0
22194,11,0,0,0
22192,1,0,0,0
3071,4,0,0,0
25179,4,0,0,0
25172,2,0,0,0
25177,35,0,2,0
16569,1,0,0,0
19796,29,0,0,0
16564,30,2,0,0
19799,8,0,0,0
16566,4,0,0,0
16561,1,0,0,0
12674,72,5,1,0
12670,19,0,0,0
10810,24,0,1,0
10819,2,0,0,0
15217,14,2,0,0
21079,1,0,0,0
21078,35,1,0,0
16301,2,0,0,0
16300,9,1,0,0
16303,2,0,0,0
19862,81,11,0,0
16305,7,0,0,0
19864,1,0,0,0
19867,9,0,0,0
16306,2,0,0,0
6398,13,1,0,0
6399,1,0,0,0
6393,2,0,1,0
6391,5,0,0,0
6394,10,0,0,0
6395,4,1,0,0
2394,5,0,0,0
18296,8,1,0,0
26054,3,0,0,0
21219,4,0,0,0
12965,1,0,0,0
21212,1,0,0,0
21217,20,1,0,0
21216,1,0,0,0
28889,2,0,0,0
5693,1,0,0,0
1850,2,0,0,0
1852,11,0,0,0
2173,17,1,0,0
2170,2,0,0,0
2176,9,0,0,0
2179,13,3,0,0
4960,36,3,1,0
14044,1,0,0,0
7096,252,12,1,0
28135,27,1,0,0
14048,141,6,2,0
1932,5,0,0,0
1936,1,0,0,0
1935,4,0,0,0
1939,1,0,0,0
1938,3,0,0,0
5120,1,0,0,0
5122,2,0,0,0
5437,3,0,0,0
29547,357,7,4,1
15547,2,0,0,0
28546,1,0,0,0
13238,2,0,0,0
9192,6,1,0,0
1428,101,0,0,0
7940,3,0,0,0
13235,1,0,0,0
14956,29,1,0,0
14954,3,0,0,0
14952,36,1,0,0
10378,1,0,0,0
14226,76,2,0,0
14227,26,1,0,0
18215,2,0,0,0
14229,1,0,0,0
18217,6,2,0,0
5048,1,0,0,0
18213,31,0,1,0
14959,1,0,0,0
14734,3,0,0,0
20039,2,0,1,0
22823,6,0,0,0
20037,17,3,0,0
20035,9,0,0,0
15796,5,0,0,0
15792,2,0,0,0
6880,215,6,1,0
6881,1,0,0,0
15799,15,7,1,0
15798,1,0,0,0
29419,3,0,0,0
29418,8,0,0,0
29410,3,0,1,0
29416,8,0,0,0
23108,14,0,0,0
23103,105,1,0,0
23102,5,0,0,0
23101,4,0,0,0
1206,6,0,0,0
23107,1,0,0,0
1359,1,0,0,0
15572,1,0,0,0
15570,5,0,0,0
8278,77,8,0,0
8277,7,0,0,0
469,1,0,0,0
8272,1,0,0,0
8271,1,0,0,0
8270,3,0,0,0
26885,1,0,0,0
26884,1,0,0,0
26887,3,0,0,0
26886,3,0,0,0
26883,48,1,0,0
6239,3,0,0,0
8264,1,0,0,0
8419,1,0,0,0
8412,2,0,0,0
8410,5,1,0,0
8414,6,1,0,0
12207,1,0,0,0
20324,1,0,0,0
5554,7,0,0,0
7584,1,0,0,0
9806,2,0,0,0
9804,11,2,0,0
7580,1,0,0,0
9802,52,5,1,0
9800,3,0,0,0
22504,7,0,0,0
22505,127,0,0,0
22506,6,0,0,0
22508,9,0,1,0
26475,1,0,0,0
26476,2,0,0,0
15392,1,0,0,0
6665,30,2,1,0
14679,1,0,1,0
5969,1,0,0,0
4147,27,2,0,0
4143,1,0,0,0
15464,1,0,0,0
3857,16,0,0,0
24658,10,0,0,0
3852,5,0,0,0
28103,1,0,0,0
3850,40,4,0,0
24565,19,1,0,1
11826,47,1,1,0
22769,7,0,0,0
16148,4,0,0,0
18882,1,0,0,0
16172,1,0,0,0
19650,1,0,0,0
19651,2,1,0,0
16176,13,1,0,0
16177,2,1,0,0
16174,7,0,0,0
16175,5,0,0,0
5915,1,0,0,0
5914,2,0,0,0
5917,1,0,0,0
16140,9,0,0,1
23790,2,0,0,0
24567,1,0,0,0
5912,38,1,0,0
17228,27,6,0,0
17559,1,0,0,0
17556,5,0,1,0
17227,6,0,1,0
17221,2,0,0,0
17223,1,0,0,0
17550,22,2,0,0
10510,11,0,0,0
4551,18,0,0,0
11688,11,0,0,0
11685,8,0,0,0
11684,1,0,0,0
11687,195,1,3,0
11681,4,0,0,0
11682,47,1,1,0
27304,2,0,0,0
24906,1,0,0,0
24907,49,3,1,0
24904,2,0,0,0
27302,1,0,0,0
27908,2,0,0,0
20626,32,2,1,0
20625,4,0,0,0
27904,1,0,0,0
27903,2,0,0,0
20622,2,0,0,0
20621,1,0,0,0
20620,68,0,0,0
25232,1,0,0,0
8862,1,0,0,0
17547,10,0,5,0
18957,4,0,0,0
16796,4,0,0,0
16797,4,0,0,0
16794,1,0,0,0
16795,1,0,0,0
6077,5,0,1,0
21404,5,0,0,0
12085,1,0,0,0
6070,3,0,0,0
21406,2,0,0,0
20958,3,0,0,0
20489,1,0,0,0
2613,23,1,0,0
2612,2,0,0,0
2610,227,10,0,0
20951,2,0,0,0
20950,12,0,0,0
20480,9,0,0,0
20955,37,0,0,0
20486,1,0,0,0
20956,10,0,0,0
21402,1,0,0,0
7340,6,0,0,0
10026,10,0,0,4
10795,28,0,0,0
22925,6,0,0,0
24163,1,0,0,0
13432,2,0,0,0
7349,6,0,0,0
21686,6,0,0,0
21684,14,2,0,0
21685,1,0,0,0
21683,21,0,1,0
21681,23,0,0,0
19157,2,0,0,0
23584,11,3,0,0
12334,2,0,0,0
12331,2,0,0,0
12332,1,0,0,0
9024,2,0,0,0
10240,37,4,0,0
9026,2,0,0,0
29084,136,2,0,0
7004,23,2,0,0
7007,3,1,0,0
18683,3,1,0,0
24018,13,0,0,0
21539,33,0,0,0
24015,97,1,3,0
24016,16,0,0,0
18689,30,0,1,0
24010,3,0,0,0
24012,3,0,0,0
24013,7,0,1,0
22889,93,1,1,0
22880,10,1,0,0
22884,4,0,0,0
22887,17,1,0,0
740,2,0,0,0
742,2,1,0,0
743,17,0,1,0
747,10,0,1,0
749,20,4,1,0
24332,21,0,0,0
24334,2,1,0,0
2945,116,2,0,0
2944,2,0,0,0
2942,13,0,0,0
5357,12,0,0,0
1051,5,0,0,0
5353,1,0,0,0
1055,1,0,0,0
1056,1,0,0,0
5350,1,0,0,0
5359,2,0,0,0
14597,4,0,0,0
6554,1,0,0,0
4313,4,0,0,0
4314,4,0,0,0
4315,1,0,0,0
4316,3,0,0,0
4317,2,0,0,0
14567,1,1,0,0
18027,8,0,0,0
18024,386,36,4,0
18025,19,1,0,0
11043,1,0,0,0
11041,5,0,0,0
14560,1,0,0,0
24487,2,0,0,0
24486,189,2,1,0
24480,1,0,0,0
3117,1,0,0,0
26224,1,0,0,0
15960,3,0,0,0
15961,2,0,0,0
15962,2,0,1,0
8648,1,0,0,0
26226,1,0,0,0
8643,59,6,2,0
8640,1,0,0,0
8641,3,0,0,0
27918,1,0,0,0
20639,2,0,0,0
27741,5,0,0,0
5740,16,0,0,0
11309,4,0,0,0
5742,1,0,0,0
23595,3,0,0,0
5746,2,0,0,0
20284,3,0,0,0
11300,1,0,0,0
21233,8,0,0,0
11304,3,2,0,0
11307,2,0,0,0
27681,6,0,0,0
27683,56,0,0,0
27685,5,0,0,0
27686,2,0,0,0
27687,2,0,0,0
12731,7,0,0,0
25824,1,0,0,0
25822,1,0,0,0
25820,31,1,0,0
20632,1,0,0,0
28947,2,0,0,0
1700,12,2,0,0
28945,22,2,0,0
28828,3,0,0,0
1703,1,0,0,0
23370,2,0,0,0
28824,3,0,0,1
28827,2,0,0,0
12537,1,0,0,0
15210,5,0,0,0
5260,9,0,2,0
15218,1,0,0,0
28769,7,0,1,0
13748,2,0,0,0
15536,1,0,0,0
16091,6,0,0,0
16540,275,14,0,1
16094,9,0,0,0
16097,1,0,0,0
16096,7,1,0,0
12658,1,0,0,0
12656,8,1,0,0
12654,5,0,0,0
10879,11,1,0,0
10878,3,0,0,0
10871,2,0,0,0
23661,1,0,0,0
10872,113,3,0,0
19514,239,1,1,0
16323,24,1,0,0
16321,1,0,0,0
16320,3,0,0,0
16898,1,0,0,0
16328,2,0,0,0
21050,20,1,0,0
21056,7,0,0,0
21054,2,0,0,0
26228,3,0,0,0
2379,4,0,0,0
2374,12,1,0,0
2375,8,0,0,0
26225,1,0,0,0
2371,2,0,0,0
2372,8,0,0,0
2373,36,0,0,0
21237,1,0,0,0
21946,13,1,0,0
21941,3,0,0,0
21230,1,0,0,0
24114,1,0,0,0
21238,2,1,0,0
1875,1,0,0,0
1872,1,0,0,0
1878,13,0,0,0
1879,1,0,0,0
